"V197_CCLE"	"V411_CCLE"	"V299_CCLE"	"V95_CCLE"	"V280_CCLE"	"V186_CCLE"	"V183_CCLE"	"V28_CCLE"	"V22_CCLE"	"V175_CCLE"	"V36_CCLE"	"V405_CCLE"	"V344_CCLE"	"V383_CCLE"	"V259_CCLE"	"V466_CCLE"	"V381_CCLE"	"V270_CCLE"	"V155_CCLE"	"V72_CCLE"	"V266_CCLE"	"V463_CCLE"	"V11_CCLE"	"V126_CCLE"	"V291_CCLE"	"V294_CCLE"	"V173_CCLE"	"V207_CCLE"	"V329_CCLE"	"V447_CCLE"	"V13_CCLE"	"V79_CCLE"	"V465_CCLE"	"V281_CCLE"	"V448_CCLE"	"V102_CCLE"	"V116_CCLE"	"V18_CCLE"	"V189_CCLE"	"V252_CCLE"	"V412_CCLE"	"V227_CCLE"	"V166_CCLE"	"V24_CCLE"	"V439_CCLE"	"V44_CCLE"	"V341_CCLE"	"V43_CCLE"	"V418_CCLE"	"V177_CCLE"	"V392_CCLE"	"V352_CCLE"	"V258_CCLE"	"V164_CCLE"	"V420_CCLE"	"V162_CCLE"	"V265_CCLE"	"V311_CCLE"	"V180_CCLE"	"V367_CCLE"	"V172_CCLE"	"V84_CCLE"	"V461_CCLE"	"V416_CCLE"	"V90_CCLE"	"V71_CCLE"	"V432_CCLE"	"V462_CCLE"	"V349_CCLE"	"V350_CCLE"	"V382_CCLE"	"V171_CCLE"	"V91_CCLE"	"V459_CCLE"	"V460_CCLE"	"V358_CCLE"	"V346_CCLE"	"V80_CCLE"	"V241_CCLE"	"V92_CCLE"	"V269_CCLE"	"V289_CCLE"	"V404_CCLE"	"V260_CCLE"	"V306_CCLE"	"V118_CCLE"	"V414_CCLE"	"V300_CCLE"	"V320_CCLE"	"V30_CCLE"	"V150_CCLE"	"V208_CCLE"	"V387_CCLE"	"V21_CCLE"	"V364_CCLE"	"V81_CCLE"	"V33_CCLE"	"V268_CCLE"	"V211_CCLE"	"V327_CCLE"	"V142_CCLE"	"V154_CCLE"	"V218_CCLE"	"V190_CCLE"	"V2_CCLE"	"V332_CCLE"	"V455_CCLE"	"V357_CCLE"	"V372_CCLE"	"V273_CCLE"	"V55_CCLE"	"V436_CCLE"	"V160_CCLE"	"V376_CCLE"	"V119_CCLE"	"V396_CCLE"	"V393_CCLE"	"V85_CCLE"	"V10_CCLE"	"V182_CCLE"	"V275_CCLE"	"V413_CCLE"	"V216_CCLE"	"V32_CCLE"	"V9_CCLE"	"V100_CCLE"	"V310_CCLE"	"V176_CCLE"	"V17_CCLE"	"V200_CCLE"	"V170_CCLE"	"V63_CCLE"	"V161_CCLE"	"V12_CCLE"	"V156_CCLE"
"GO_DEAMINASE_ACTIVITY"	-4.82163733276644e-17	0	0	4.82163733276644e-17	0.196871207320012	-0.203643594617634	0	-0.38139388479797	-4.82163733276644e-17	0.399760991838722	0	0	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	1.53931710735474	0.466478099753516	0	-0.653162900533509	0	0	4.82163733276644e-17	0.478838862592653	4.82163733276644e-17	0.808428499039218	0.387373612556301	0	4.82163733276644e-17	0	-0.525846178413031	4.82163733276644e-17	-0.571701183894175	-0.719924303295508	0	0	0	4.82163733276644e-17	-1.15792006351654	0.577445683501257	0	-0.532477990174467	0.398706133981482	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	0	0.42993134776168	-4.82163733276644e-17	0	0	-0.699904949749459	4.82163733276644e-17	-1.01515282168059	-1.74675259942305	-4.82163733276644e-17	0.481658161623226	-4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	-0.454623974455677	0	-4.82163733276644e-17	-1.30202757549169	-4.82163733276644e-17	-0.393494191716728	0	0.502182564015094	-0.433499122658618	4.82163733276644e-17	4.82163733276644e-17	-1.25582234393018	0	-0.477439304003191	0.395566604534408	2.20383217106966	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	1.07801671607238	0	-1.43724744928087	-0.668050091903273	2.48233697026646	-2.69785710979901	2.46667627347186	1.01515282168059	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	0.463801299786535	0	0	0	0.404022882279136	0	-1.15266220428196	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	-0.338068018177282	4.82163733276644e-17	0.511428265367821	0	-0.542699357605706	0	4.82163733276644e-17	0.348206263240087	0	4.82163733276644e-17	-1.0350191621881
"GO_RRNA_METABOLIC_PROCESS"	0	0.111755494529351	0.514502971319186	2.41036097724178	-0.379963791263963	-0.613997652848614	-3.24629674257111	-1.44676969051254	0.890941766882203	0.227973101403939	1.8727214010413	-0.574568434418381	-3.76713299696879	0.421444699352836	0.466561953973177	-3.06688269593324	2.27519393701158	0.62753815878833	-2.49073514391282	0.144136928406578	0.422879308727185	1.93160331961116	0.512487466696511	1.59275885645199	0	1.57326494804805	-1.04771095834163	67.3962852000259	71.2729175704618	17.9150123873278	0.387041070707235	-0.373152325109522	-1.12372812591029	0.353496585273726	-0.143187275915827	-1.13041305338066	-1.18117069917569	-0.51241785687826	1.10924186650637	-1.71398100868557	-0.343403379638661	-1.09555918844235	0.137126099341581	1.09928596418876	-0.731779315867563	1.25737540838624	-0.701860033282957	-0.521835147438211	0.414492493668187	-0.56467812751467	0.746854318139904	-1.63925688722863	1.07395474082428	-0.569694627904183	-0.387969864187098	0.388587303284104	1.08995779651622	0.738845404456702	0.92451988484932	-0.387702133739206	-0.923959124828833	0.268925131463639	0.747826060622879	-0.551800540326134	1.25092188305022	-0.569871049191561	0	-1.27367141247021	0.421778203043376	-0.717753009551654	0.748246408345672	-0.901466033551641	-1.09746994693856	-0.920461208138861	4.82163733276644e-17	1.69123312780575	-1.27354328119778	-1.24915725663583	-0.413174760582503	0	-0.110084758195328	0.423714822403782	-0.923959124828833	1.44264965409206	0.713988183748411	-0.423917544563991	0.555391679056116	-0.401806954669715	-1.78089247425477	-0.735533820627557	0.109388016980179	-0.419884884437227	0.280110228846522	0.747826060622879	-0.401806954669715	-0.120733720455307	-0.727604598273651	-0.480537156329734	-0.137458239607614	-4.82163733276644e-17	0.335378731369975	0.734330424111573	0	0.283648107497962	0.56467812751467	1.44544969071966	-0.745907838713147	-0.730433295240985	0.349259648765516	-0.742534011469192	-0.266013990180994	0.562557697136012	0.111765412979639	0	4.82163733276644e-17	-1.27173720934946	1.26402080591885	-0.480537156329734	0.176980694899819	-0.918894656829726	-1.26402080591885	4.82163733276644e-17	0.849162596624823	-0.556594270729148	-1.60803172895182	-0.907537311139958	0.924373054709619	-0.34806151464159	-0.738845404456702	-0.910258533419292	0.120283842878412	1.61934886347319	-0.862245092744608	-1.62068631557043	1.09626339481024
"GO_MULTI_ORGANISM_METABOLIC_PROCESS"	1.49809640828162	-2.18537195366576	2.66254391053467	2.91443873205797	3.53608578210916	-1.46845712650482	-4.3313153139546	-0.560933979445522	0	0.568241365473124	3.22261781083599	0.387407348206084	2.24899376000272	0	0	4.82163733276644e-17	0.41493020971163	1.09883887537347	-1.38220145358576	1.08342845359106	0.383349076368565	0.577282760984242	-0.208116919818202	1.03982627864346	0	0.649168112370539	-1.53375492839227	89.139053320794	2.81153844967992	0.138992956753286	-0.191847557260628	0	1.40064532599618	0	0	-0.932727391648055	-0.713831247189762	-0.867836828029255	4.36537144957994	-0.580592114401801	1.13885753250221	-0.378397949447284	0.484916950163048	0.381855072132907	-0.190093977684931	0.567951797763329	-0.54667282135874	0.739674838639862	0.374898834679731	-0.570185259669139	-0.804674326482652	0	0.369213847671354	-0.367365461850489	-0.263471090933143	0.27255592433809	0.37542417803635	0.192184643742497	0.185875825176044	-0.261263021913393	-0.388734449874678	0.386576529817175	0.196367136197207	-0.199026385755661	0	-0.370410932845321	4.82163733276644e-17	-0.366099290706981	0.381855072132907	-0.565530446799957	0.197119313701161	0.404981036044567	0	0	-4.82163733276644e-17	1.41598873669293	-0.570883856397043	-0.566291535996771	0.983751396825435	0.388616735782452	0	0.384981616358588	-0.388734449874678	0.556978002878325	0.138744591017453	-0.385830144236714	0	0.388477662645993	-0.280399664638494	-0.191159508960382	-0.901739898243877	4.82163733276644e-17	0.190808711855741	-0.20327239076468	-4.82163733276644e-17	-0.38817126572596	0	0.371578861592836	-0.198033918834161	0	-0.188614173828537	0.190808711855741	-0.192184643742497	-0.388666382210244	0.570185259669139	0.559309809566726	-0.194995012934894	-0.189730200664439	0	0	0	-0.439877233328588	0.382622407529626	-0.197357619989436	0	0	0.569254281197294	-0.716654375869821	0	0.611808426604178	-0.569254281197294	0.349965058289049	0.526064636645393	4.82163733276644e-17	-0.134869386906719	-0.17581925840773	0	-0.750200493500659	-0.192184643742497	0	-0.559019754021644	0.749878807575436	-0.13541535785882	-0.750200247792832	0.378862786087064
"GO_N_METHYLTRANSFERASE_ACTIVITY"	-2.83740172237623	1.51999571314952	-0.835630413747829	0.354796667552849	-0.724385464897882	-0.451795150640422	-1.64952659053661	0	0	0.184731176500761	-0.497427346481856	0.2001399694985	3.76391502047537	0.197335371545395	0.201167398397911	4.82163733276644e-17	0.748730186413265	0.938214228854691	0	-9.64327466553287e-17	4.82163733276644e-17	0	0.877431356159993	0.596932861275168	4.82163733276644e-17	0.318008954230667	0.199458648210813	0.244194474536379	3.81660486563212	1.2291839959503	0.732803360039087	-0.30976446204309	4.82163733276644e-17	-0.201260336225941	0	-0.666098685208345	0.852964682512389	-2.61617709416729	1.1770568876998	0.283126776194613	-0.267623169560703	0.670525799060157	-1.40220739232	0.197510175092455	-0.205915258657602	-1.62098809587386	-0.384326600743131	-0.222055104718552	0.194551431961311	-0.187392223699134	-0.931690777481719	-0.679369975841759	0.192213994694264	-0.191462096398219	0	0	-0.333196212339253	-0.716163549445219	0.20124777692803	0	-0.201130931775552	0	0	0.399840614697369	0	0	0	0	0.197510175092455	-0.389323884967762	0	-0.199064556328166	-4.82163733276644e-17	-0.200744731234858	4.82163733276644e-17	0.692594999523011	-0.414738200110646	-4.82163733276644e-17	0	-1.62098809587386	-0.192943205656308	0	-0.201130931775552	0	0	4.82163733276644e-17	0.389468919096622	0	-0.36058930811499	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0.659597557750385	-0.750262251804099	-0.200593602748687	0.663473662415266	-0.841305688083394	0	4.82163733276644e-17	0.670525799060157	-0.768616706491252	1.60613443557966	4.82163733276644e-17	-0.497427346481856	0	0	0	-0.551896862795427	1.3696857241575	0.203564293755433	-4.82163733276644e-17	0	-0.67268886079042	0	-0.18852494835058	0.185932235679114	0.190688383737971	0.791860739225083	-0.535892444757917	0.890287508573535	4.82163733276644e-17	-1.96373361329741	-0.254777573282434	0	-0.199582232409363	-0.80837653510829	4.82163733276644e-17	-0.616435582482671	4.82163733276644e-17	0.20051145558745	-0.542121203597947	-0.37745717407536	-0.381512268882016	0.196217149011507
"GO_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY"	-3.19990152451605	0.942573177227441	-0.543689676334096	-0.893312878078386	-0.552400839687481	-0.20647767774918	-3.16353162839546	-0.293088164611469	-0.640340288268716	0	-0.344356959592989	-4.82163733276644e-17	2.8649011981948	0.570041948184208	0.381533427283462	1.17288568108465	0.227532944932064	0.358867647482544	-0.387453277041587	0	0	0	0.697758075724354	0.694028580986977	0.171732932601321	-4.82163733276644e-17	0.369371857961191	0.420323237803552	10.471290108397	2.65583510978548	0.560313332594234	-0.547622970205442	-0.344356959592989	-0.385409036554124	-0.197318046481121	-1.91759327564814	-1.1805916368534	-3.16782926310012	0.400909146858021	0.965451336834109	-0.465620990573735	0.502050322923241	-1.05691122758338	0.149337017979302	-0.176599239330386	-1.26388029586157	0	-0.764478972974372	0.5663253466743	-0.137922939613833	-0.749928214685703	-0.82331874587477	0.138844493955564	-0.559661731034871	-0.225239310457492	4.82163733276644e-17	-0.203782608306461	-0.544683302288798	0.382840773216034	0.388460819561309	-0.381071402206715	0	0.186522265075572	0.259399549721967	0	0.344356959592989	0.187870054709694	-0.138709263128941	0.570158400859349	-0.136034244322669	0.187870054709694	-0.367260541668398	-4.82163733276644e-17	-0.377488098734073	0	1.30820200616426	0	-0.136302942703836	0	-1.26388029586157	-0.563095727556701	0	-0.381071402206715	0.133302942069417	0.133484392011146	0	0.749234249673604	0	-0.114581995713529	4.82163733276644e-17	0	-0.146420103813952	0.387035923258437	-4.82163733276644e-17	-0.576758346671589	-0.376357381195997	0.495495400461973	-0.663188596339844	0	-0.200574422385918	0.502050322923241	-0.594094824988936	1.24972713257907	0	-0.344356959592989	0.134013891018904	-0.388553474969513	-0.386291436243377	-0.39317168785024	1.02645245585848	0.175534903338488	0.195230165863801	0.150504823782902	-0.813902684800967	0.238158822088611	-0.551909172207255	0.544311579426315	0.557727589888026	-0.560313332594234	-1.05013245377578	-0.754027358599761	-0.201049070000885	-1.32917928754325	0.200463548340184	-0.277052148400168	-0.370057106418564	0.661642368738579	0.603124267035784	-0.17972386022647	0.489082380188541	0.375775079979833	-0.384348643979684	-0.926441035587015	4.82163733276644e-17	0.568917121757056
"GO_PSEUDOURIDINE_SYNTHASE_ACTIVITY"	0	0	-1.03557646357072	0	0.399496287011511	-0.484894489888681	-0.56592194974912	4.82163733276644e-17	4.82163733276644e-17	0	0.989217559583478	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	1.08806623161134	0	0.805215978064218	-4.82163733276644e-17	0.994107724247643	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	0	0.826870707611618	0	2.61977126492123	0.721005458593182	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	0.734370534298399	0	0	0	0	0	0	0.770806538422061	0	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	0	0	4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	-0.774935761886256	0	0	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	-1.5604346801985	4.82163733276644e-17	0	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	-0.916282135065532	-4.82163733276644e-17	0	0	-1.37439367382029	0	-4.82163733276644e-17	0	0	0	0	0	-1.54138096676834	0	-0.740613883981325	0	0	-4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	4.82163733276644e-17	-1.42069377678083
"GO_IMP_METABOLIC_PROCESS"	0	0	0.490834622908699	-4.82163733276644e-17	0.373117625116961	4.82163733276644e-17	-0.536571811207698	0	-0.8211459431716	0	0	0	0	0	-4.82163733276644e-17	-0.858599325622063	0	-4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	1.01636911292856	0	0	6.62228066212787	0.689908980238807	0	-1.00525379352706	0	0	0	0	4.82163733276644e-17	-0.870021189603188	2.39264179180624	0	-4.82163733276644e-17	-0.763138801703343	0.904378862308134	0.774928890263899	0	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	-1.06742807374913	0	0	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0	0	0	0	0	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0.736581368674086	0	0.858599325622063	0	4.82163733276644e-17	4.82163733276644e-17	1.43076129030075	4.82163733276644e-17	4.82163733276644e-17	0	1.4385932137984	0	-0.86617552786149	4.82163733276644e-17	0.715643121265341	-4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	-0.631325645906567	-0.79652045410162	4.82163733276644e-17	4.82163733276644e-17	-0.86617552786149	-4.82163733276644e-17	0.811098971477355	0	0	-4.82163733276644e-17	-4.82163733276644e-17
"GO_TRNA_THREONYLCARBAMOYLADENOSINE_METABOLIC_PROCESS"	-4.82163733276644e-17	0	4.82163733276644e-17	0.68891291646996	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	-0.927119116733508	0	0	-4.82163733276644e-17	-0.59806405742087	-4.82163733276644e-17	2.20110409552154	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	0.723334614643466	-4.82163733276644e-17	1.12534722751671	0	4.82163733276644e-17	4.25338646413182	0.79282256586915	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	1.07702425619184	-4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	0	0	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	0	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	-1.06457113065306	0	0	0	0	0	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	0
"GO_TRNA_METABOLIC_PROCESS"	0	-0.20086826050657	-1.38896993185022	1.51691082101062	0.643316095600039	-0.184690390013533	-0.496648594746195	-0.26946541574459	1.01171771477934	-0.465955064578252	0.754341283235696	1.22242773435187	-3.64385806488292	0.747924194040562	1.83967508146376	0.501183853586812	0.849687485767575	2.10141779737196	-0.363387770599357	1.25770916393779	-0.598637604014235	0.184988453197342	-0.188844313793718	0	0	1.43378957274189	-0.504083671391949	1.10908807262399	22.2243612574683	12.132403051614	-0.570035622652835	-0.861472743600931	0	-0.569012023022004	0	-2.17719414438066	0.598637604014235	-2.03688907449541	0.501379093329677	0.780817280828236	0.333299089645747	0	0	0.748120555971312	-0.569774969035178	0.275560901687148	-1.10067420957677	-0.371209231266747	0.741743078608181	-0.925303333255377	0.374318199945439	0.360565742248981	0.280257442503368	-0.730748627580047	0	0.200534341514156	0.742388668013733	0.365217121245583	0.566547747114998	0.370394675561395	-0.564527302381947	-0.496051863308947	0.376484571738423	-0.383552490106715	0.274323514172611	-0.28029980048751	0.378499814020789	-0.728655479908238	-0.201076026918008	-0.919007329242988	0	-0.137527242512666	-0.135273961462708	1.44934819496151	-0.564527302381947	-0.567394066589492	-0.724174593276734	-0.920274874564714	-0.132794672472531	0.562086896924311	-0.280305145917907	0.137409462312194	-0.564527302381947	-0.57731829005552	0.424362686322193	0.445286273791682	0.921406271045367	-0.504083671391949	-1.26929135340425	-0.151521270716274	0.130338962910166	-0.746803127605544	0.150809681826411	-0.802843009824489	-0.504083671391949	-7.69674198077895	0.426042614824566	0.737252819201287	0	-0.191848136583686	-0.569012023022004	-1.30549659283527	1.09944386701489	-0.562735224696085	0.925303333255377	0.907615329588388	-0.160033786562022	0	0.388253540064791	4.82163733276644e-17	-0.943994529043327	0.38719409624021	0.748410952354233	-4.82163733276644e-17	0.200773773707404	-0.925251868534442	0.924528780091321	0.727571542964904	-2.15547870066037	-0.558478036416524	0.633479377931748	0.24887261345622	-4.82163733276644e-17	0.191368939258894	-1.08356599787686	-0.549560521060903	0.565591315220095	0.529553186819521	-0.365217121245583	-0.551513426342083	-0.438721507776546	1.09449475306554	-1.08775386169991	-1.09700976506226	0.746044725110374
"GO_MITOCHONDRIAL_RNA_METABOLIC_PROCESS"	0	0	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-0.228789488072919	0	0	-0.540254713974096	-1.17033484078023	-0.936917413839913	2.29439852051989	-0.743608359229231	4.82163733276644e-17	0.548093442991175	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0.503787525368013	0	0	0.969521456624347	0	0.721868850538015	4.82163733276644e-17	-4.82163733276644e-17	14.0962833973501	1.09808263814668	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-0.667654645852933	4.82163733276644e-17	-4.82163733276644e-17	-1.44649729781295	0.813482308311558	0.676904050788622	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	-0.462756647375021	0.837040873975756	4.82163733276644e-17	4.82163733276644e-17	0	-1.05877338929915	4.82163733276644e-17	0.896327851894066	0	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	1.31232345083301	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	4.82163733276644e-17	-0.57629826649543	-4.82163733276644e-17	0	0	0	-1.21560118591013	0	0	-4.82163733276644e-17	-0.620834491341013	4.82163733276644e-17	0	-4.82163733276644e-17	0	0	4.82163733276644e-17	0	0	0	4.82163733276644e-17	-0.588673510391596	0.567740745759825	0	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	-1.31232345083301	0	0	-0.439777587543358	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	0	0	0	0	0	0
"GO_TRNA_METHYLTRANSFERASE_ACTIVITY"	-0.407163778944985	4.82163733276644e-17	0.361948145898329	0.452361336115893	0	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	0.899009552555272	-4.82163733276644e-17	0.62635603002227	4.82163733276644e-17	0.807688322276868	0	0	0	0.483386769624044	0	4.82163733276644e-17	0	0	6.83583281880099	0.546862499747056	1.3454018496474	-0.850582798494815	-4.82163733276644e-17	4.82163733276644e-17	0	-0.746387404131873	0	-1.73376201300994	4.82163733276644e-17	1.93218839802407	0	-0.616511853289833	0.752482234970304	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	-0.754536952263921	0	0	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0	0.649999831854002	4.82163733276644e-17	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	4.82163733276644e-17	0	4.82163733276644e-17	0	0	1.30161500238998	0	0	-0.604267799280466	0	4.82163733276644e-17	0.640938877025839	4.82163733276644e-17	0.532650375457906	-4.82163733276644e-17	0	0	0	0	4.82163733276644e-17	0.591174996784005	0	-4.82163733276644e-17	-0.824757053348486	0	4.82163733276644e-17	0	0	0	0	0	-1.3840895319339	1.26964242510247	0	-4.82163733276644e-17	-4.82163733276644e-17	0	4.82163733276644e-17	0	0	-1.18015815681655	0	0	0	0	0	0	0	0	0	-2.44548924249302	0	0	0	0	4.82163733276644e-17	0	1.39434968683478	4.82163733276644e-17	0	0.66246786762822	0	0	0	4.82163733276644e-17
"GO_RRNA_METHYLTRANSFERASE_ACTIVITY"	0	0	0	-4.82163733276644e-17	0	4.82163733276644e-17	-0.536571811207698	0	-0.8211459431716	1.71274259157248	0	0	-0.501980186712992	0	-4.82163733276644e-17	1.05481159704158	0	-4.82163733276644e-17	0	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	-4.82163733276644e-17	0	0	0.912931753787455	6.62228066212787	4.24409922926459	0	0	0	0	0	-0.898086954551476	-1.05792852699528	-0.870021189603188	0	0	-4.82163733276644e-17	1.4385932137984	0	0	0	0	0	-4.82163733276644e-17	0	-4.82163733276644e-17	0	-0.906499304330515	0	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	1.12228511055543	0	0	-4.82163733276644e-17	0	0	0	0	0	0	0	0	0	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	0	0.676006960724116	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0.736581368674086	0	-4.82163733276644e-17	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	4.82163733276644e-17	0	0.956365032788383	4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	-0.902270069626498	1.0905122362235	-4.82163733276644e-17	-4.82163733276644e-17	0	0.549525842360616	-4.82163733276644e-17	0	-4.82163733276644e-17	4.82163733276644e-17	0	0	0	4.82163733276644e-17	4.82163733276644e-17	4.82163733276644e-17	-4.82163733276644e-17	0	0	0	-4.82163733276644e-17	-4.82163733276644e-17
